Comune Latitudine Longitudine Codice PL97 PL98 PL99 PL00 PL01 PL02 PL03 PL04 PL05 PL06 PL07 PL08 PL09 PL10 PL11
Marcon 45.555556 12.299167 403 0.003130288 0.004429957 0.004385602 0.004367172 0.005003281 0.004940872 0.004859783 0.004727216 0.00461457 0.005026956 0.025127382 0.028204093 0.026061588 0.025724683 0.025019833
Martellago 45.548333 12.156667 404 0 0 0 0 0.000308151 0.00030667 0.000304244 0.000302663 0.00029979 0.000887137 0.002271629 0.008986307 0.010130519 0.008365055 0.008319701
Meolo 45.622500 12.451944 405 0.005719237 0.022460263 0.021461421 0.021109063 0.020795511 0.005646072 0.021368203 0.020888542 0.021049325 0.020875526 0.022053114 0.022042844 0.027022854 0.025738654 0.025793651
Mira 45.435000 12.122500 406 0.014976608 0.01493861 0.015896314 0.018744117 0.020624982 0.02209557 0.022082279 0.02155447 0.021286748 0.023266844 0.026799188 0.034417861 0.029003783 0.028856028 0.029733118
Mirano 45.494722 12.112500 407 0.008039134 0.011469371 0.011514851 0.01416409 0.014963545 0.015345661 0.01499044 0.014470007 0.014941302 0.015127267 0.021962599 0.027524656 0.024407539 0.036303874 0.036445295
MusilediPiave 45.623889 12.565000 408 0.001520219 0.001504212 0.001388889 0.001368256 0.001364256 0.003369272 0.004225893 0.004148986 0.004075206 0.003489119 0.003693028 0.004826678 0.006867177 0.00734151 0.006765436
Noale 45.551944 12.073056 409 0.021321216 0.021171734 0.022189963 0.021968245 0.021880065 0.0215311 0.023785927 0.023452897 0.023597273 0.022838819 0.028928548 0.030409059 0.024699981 0.023777988 0.024236701
NoventadiPiave 45.662778 12.530556 410 0.009635237 0.009597258 0.009580838 0.013813097 0.031129059 0.050074368 0.049188312 0.054272331 0.048682519 0.052389268 0.063707165 0.093650553 0.092992114 0.116221346 0.113746785
Pianiga 45.458056 12.031111 411 0 0 0 0 0 0 0.010886798 0.010610899 0.010099029 0.015426076 0.016154945 0.016184871 0.016528926 0.016097929 0.016617063
Portogruaro 45.777222 12.837222 412 0.008053636 0.008074101 0.008240407 0.008130081 0.008432115 0.00974461 0.009838567 0.009857699 0.009803137 0.009792604 0.010080165 0.013880674 0.014720932 0.014976415 0.015212264
Pramaggiore 45.814444 12.738611 413 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002121341 0.002128112
Quartod'Altino 45.581944 12.370833 414 0.019602232 0.041903409 0.041057759 0.042912514 0.042729152 0.041863606 0.04183768 0.081909019 0.041507947 0.082168517 0.084027155 0.081303859 0.080351616 0.079030687 0.084617236
Salzano 45.522500 12.106944 415 0.001922069 0.001912877 0.006779661 0.007774035 0.00811324 0.008045879 0.007985049 0.007133758 0.007947244 0.007007007 0.006866111 0.006751869 0.006801645 0.007228726 0.007668232
SanDonàdiPiave 45.633889 12.565278 416 0.011911161 0.012492966 0.012742429 0.011984686 0.013437218 0.012257633 0.011928322 0.01155705 0.011394831 0.011853887 0.011470985 0.011783479 0.010012849 0.009569148 0.009542668
SanMichelealTagliamento 45.767222 12.994722 417 5.24392704 5.830889788 5.948296321 5.985042917 6.162204724 6.380700708 6.480607655 6.659224043 6.48721434 6.543298447 6.164873045 7.167113419 7.089950166 6.814178303 7.052926628
SantaMariadiSala 45.508333 12.036111 418 0.005133964 0.004996487 0.004869512 0.00476687 0.004672215 0.004577314 0.004414706 0.00524109 0.004056024 0.00494927 0.005641918 0.005916467 0.005456868 0.005498322 0.005432296
SantoStinodiLivenza 45.731944 12.681667 419 0.007474361 0.007448467 0.004390496 0.004635989 0.007068041 0.006967179 0.007162852 0.006099049 0.006958887 0.007782719 0.010233576 0.010149162 0.01159131 0.011078851 0.011919315
Scorzè 45.574444 12.109444 420 0.004502312 0.004459712 0.004391431 0.004250364 0.004209191 0.00711583 0.00696248 0.006469003 0.006741934 0.006955506 0.008722774 0.009889012 0.009983186 0.009972706 0.010019935
Spinea 45.491944 12.169444 421 0.001829026 0.00184 0.001852299 0.002179705 0.002202194 0.002563685 0.003015977 0.003251636 0.002984112 0.003583801 0.004410961 0.006129131 0.004461273 0.004400725 0.004481364
Stra 45.411389 12.009167 422 0.014407924 0.014205386 0.013939306 0.013775291 0.013638301 0.013515416 0.013329631 0.024975852 0.01309329 0.039464793 0.039602649 0.038793103 0.03981142 0.039081067 0.038778986
TeglioVeneto 45.816389 12.886944 423 0 0 0 0 0.003018109 0.003037975 0.00594943 0.005733397 0.005594406 0.005417607 0.005686789 0.005711775 0.005659556 0.005613126 0.005572225
TorrediMosto 45.691389 12.710833 424 0 0 0 0 0.00580855 0.005689577 0.005617978 0.005535872 0.00554939 0.002633311 0.006656646 0.006804168 0.009698503 0.010910617 0.007986549
Venezia 45.438056 12.327500 425 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Vigonovo 45.389167 12.008889 426 0.001544998 0.002536783 0.003640472 0.003706449 0.004203759 0.004985409 0.004349871 0.003422313 0.004124401 0.002291326 0.005402542 0.007895816 0.008167793 0.008037309 0.007967736
Cavallino-Treporti 45.465000 12.510000 581 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 6.043317663 5.876478318 5.775566343 5.699537996 5.570695913 5.926144298 5.680087297 5.565557876 5.389831765 5.33901543
Lido(A) 45.384122 12.348115 582 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Pellestrina(A) 45.273243 12.301809 583 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Murano(A) 45.458101 12.351548 584 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
Castello(A) 45.434707 12.352278 585 0.315104637 0.325011748 0.332800034 0.339844768 0.351727503 0.1131708 0.120167266 0.118738733 0.121006005 0.133545777 0.153282799 0.179568157 0.171269678 0.167758155 0.169363869
